GENESIS-Tabelle: 23111-01d
Anzahl der Krankenhäuser und aufgestellte Betten nach Art;;;;;;;;;;
der Träger - kreisfreie Städte und Kreise - Stichtag;;;;;;;;;;
Grunddaten der Krankenhäuser;;;;;;;;;;
;;;Träger;Träger;Träger;Träger;Träger;Träger;Träger;Träger
;;;Insgesamt;Insgesamt;Öffentliche Träger;Öffentliche Träger;Private Träger;Private Träger;Freigemeinnützige Träger;Freigemeinnützige Träger
;;;Krankenhäuser;Aufgestellte Betten in Krankenhäusern (Jahresdurchschnitt);Krankenhäuser;Aufgestellte Betten in Krankenhäusern (Jahresdurchschnitt);Krankenhäuser;Aufgestellte Betten in Krankenhäusern (Jahresdurchschnitt);Krankenhäuser;Aufgestellte Betten in Krankenhäusern (Jahresdurchschnitt)
;;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
31.12.2008;05954;    Ennepe-Ruhr-Kreis;-;-;-;-;1;386;8;1740
31.12.2008;05958;    Hochsauerlandkreis;-;-;4;570;4;226;8;1427
31.12.2008;05962;    Märkischer Kreis;-;-;5;1571;2;153;7;1415
31.12.2008;05966;    Olpe, Kreis;-;-;-;-;1;286;2;546
31.12.2008;05970;    Siegen-Wittgenstein, Kreis;-;-;1;590;2;197;4;1440
31.12.2008;05974;    Soest, Kreis;-;-;3;726;1;9;8;1500
31.12.2008;05978;    Unna, Kreis;-;-;2;381;-;-;8;1867
31.12.2007;05;Nordrhein-Westfalen;-;-;87;38068;47;5782;298;80046
31.12.2007;051;  Düsseldorf, Regierungsbezirk;-;-;23;9918;12;2648;83;24943
31.12.2007;05111;    Düsseldorf, krfr. Stadt;-;-;2;1664;4;798;8;2708
31.12.2007;05112;    Duisburg, krfr. Stadt;-;-;2;905;-;-;8;3512
31.12.2007;05113;    Essen, krfr. Stadt;-;-;3;1624;2;45;10;4005
31.12.2007;05114;    Krefeld, krfr. Stadt;-;-;2;1154;-;-;4;908
31.12.2007;05116;    Mönchengladbach, krfr. Stadt;-;-;2;695;1;30;3;1479
31.12.2007;05117;    Mülheim an der Ruhr, krfr. Stadt;-;-;-;-;-;-;2;920
31.12.2007;05119;    Oberhausen, krfr. Stadt;-;-;-;-;1;203;4;1330
31.12.2007;05120;    Remscheid, krfr. Stadt;-;-;-;-;2;563;2;683
31.12.2007;05122;    Solingen, krfr. Stadt;-;-;1;698;-;-;3;441
31.12.2007;05124;    Wuppertal, krfr. Stadt;-;-;-;-;1;961;6;1156
31.12.2007;05154;    Kleve, Kreis;-;-;1;305;-;-;6;1490
31.12.2007;05158;    Mettmann, Kreis;-;-;2;897;1;48;10;1600
31.12.2007;05162;    Rhein-Kreis Neuss;-;-;4;1204;-;-;5;807
31.12.2007;05166;    Viersen, Kreis;-;-;4;772;-;-;4;937
31.12.2007;05170;    Wesel, Kreis;-;-;-;-;-;-;8;2967
31.12.2007;053;  Köln, Regierungsbezirk;-;-;18;10528;11;1002;64;14703
31.12.2007;05313;    Aachen, krfr. Stadt;-;-;1;1320;-;-;4;1009
31.12.2007;05314;    Bonn, krfr. Stadt;-;-;2;1908;2;136;6;2099
31.12.2007;05315;    Köln, krfr. Stadt;-;-;5;3068;2;45;17;4014
31.12.2007;05316;    Leverkusen, krfr. Stadt;-;-;1;735;-;-;2;360
31.12.2007;05334;    Städteregion Aachen (einschl. Stadt Aachen);-;-;-;-;-;-;-;-
31.12.2007;05354;    Aachen, Kreis;-;-;1;677;1;19;3;917
31.12.2007;05358;    Düren, Kreis;-;-;2;897;1;18;4;964
31.12.2007;05362;    Rhein-Erft-Kreis;-;-;-;-;3;218;6;1287
31.12.2007;05366;    Euskirchen, Kreis;-;-;1;403;-;-;3;702
31.12.2007;05370;    Heinsberg, Kreis;-;-;1;205;-;-;4;759
31.12.2007;05374;    Oberbergischer Kreis;-;-;3;1112;-;-;4;668
31.12.2007;05378;    Rheinisch-Bergischer Kreis;-;-;1;203;-;-;4;954
31.12.2007;05382;    Rhein-Sieg-Kreis;-;-;-;-;2;566;7;970
31.12.2007;055;  Münster, Regierungsbezirk;-;-;10;3839;3;182;53;14237
31.12.2007;05512;    Bottrop, krfr. Stadt;-;-;1;346;-;-;2;458
31.12.2007;05513;    Gelsenkirchen, krfr. Stadt;-;-;2;380;-;-;5;1784
31.12.2007;05515;    Münster, krfr. Stadt;-;-;2;1649;-;-;7;2047
31.12.2007;05554;    Borken, Kreis;-;-;-;-;2;54;9;1876
31.12.2007;05558;    Coesfeld, Kreis;-;-;-;-;-;-;4;883
31.12.2007;05562;    Recklinghausen, Kreis;-;-;4;1108;-;-;13;3792
31.12.2007;05566;    Steinfurt, Kreis;-;-;1;356;1;128;7;1815
31.12.2007;05570;    Warendorf, Kreis;-;-;-;-;-;-;6;1582
31.12.2007;057;  Detmold, Regierungsbezirk;-;-;13;5965;7;376;26;7354
31.12.2007;05711;    Bielefeld, krfr. Stadt;-;-;1;890;1;13;6;2573
31.12.2007;05754;    Gütersloh, Kreis;-;-;2;890;-;-;3;857
31.12.2007;05758;    Herford, Kreis;-;-;1;672;-;-;3;619
31.12.2007;05762;    Höxter, Kreis;-;-;1;153;-;-;4;904
31.12.2007;05766;    Lippe, Kreis;-;-;3;1401;2;168;2;120
31.12.2007;05770;    Minden-Lübbecke, Kreis;-;-;4;1751;3;135;3;669
31.12.2007;05774;    Paderborn, Kreis;-;-;1;208;1;60;5;1612
31.12.2007;059;  Arnsberg, Regierungsbezirk;-;-;23;7818;14;1574;72;18809
31.12.2007;05911;    Bochum, krfr. Stadt;-;-;3;1244;1;171;4;1886
31.12.2007;05913;    Dortmund, krfr. Stadt;-;-;4;2605;1;35;7;1758
31.12.2007;05914;    Hagen, krfr. Stadt;-;-;-;-;1;80;4;1687
31.12.2007;05915;    Hamm, krfr. Stadt;-;-;1;110;-;-;5;1811
31.12.2007;05916;    Herne, krfr. Stadt;-;-;-;-;-;-;5;1614
31.12.2007;05954;    Ennepe-Ruhr-Kreis;-;-;-;-;1;386;8;1754
31.12.2007;05958;    Hochsauerlandkreis;-;-;4;570;4;226;8;1427
31.12.2007;05962;    Märkischer Kreis;-;-;5;1608;2;184;7;1519
31.12.2007;05966;    Olpe, Kreis;-;-;-;-;1;286;2;546
31.12.2007;05970;    Siegen-Wittgenstein, Kreis;-;-;1;590;2;197;6;1440
31.12.2007;05974;    Soest, Kreis;-;-;3;726;1;9;8;1500
31.12.2007;05978;    Unna, Kreis;-;-;2;365;-;-;8;1867
31.12.2006;05;Nordrhein-Westfalen;437;125003;89;39018;45;5085;303;80900
31.12.2006;051;  Düsseldorf, Regierungsbezirk;119;37760;24;10595;10;2007;85;25158
31.12.2006;05111;    Düsseldorf, krfr. Stadt;15;5230;4;2286;2;161;9;2783
31.12.2006;05112;    Duisburg, krfr. Stadt;10;4364;2;871;-;-;8;3493
31.12.2006;05113;    Essen, krfr. Stadt;15;5695;3;1643;2;43;10;4009
31.12.2006;05114;    Krefeld, krfr. Stadt;6;2150;2;1223;-;-;4;927
31.12.2006;05116;    Mönchengladbach, krfr. Stadt;6;2204;2;695;1;30;3;1479
31.12.2006;05117;    Mülheim an der Ruhr, krfr. Stadt;2;967;-;-;-;-;2;967
31.12.2006;05119;    Oberhausen, krfr. Stadt;5;1558;-;-;1;203;4;1355
31.12.2006;05120;    Remscheid, krfr. Stadt;4;1244;-;-;2;561;2;683
31.12.2006;05122;    Solingen, krfr. Stadt;4;1125;1;698;-;-;3;427
31.12.2006;05124;    Wuppertal, krfr. Stadt;7;2117;-;-;1;961;6;1156
31.12.2006;05154;    Kleve, Kreis;7;1795;1;305;-;-;6;1490
31.12.2006;05158;    Mettmann, Kreis;14;2650;2;912;1;48;11;1690
31.12.2006;05162;    Rhein-Kreis Neuss;8;2004;3;1186;-;-;5;818
31.12.2006;05166;    Viersen, Kreis;8;1690;4;776;-;-;4;914
31.12.2006;05170;    Wesel, Kreis;8;2967;-;-;-;-;8;2967
31.12.2006;053;  Köln, Regierungsbezirk;93;26556;18;10580;12;1030;63;14946
31.12.2006;05313;    Aachen, krfr. Stadt;5;2462;1;1444;-;-;4;1018
31.12.2006;05314;    Bonn, krfr. Stadt;10;4151;2;1882;2;136;6;2133
31.12.2006;05315;    Köln, krfr. Stadt;24;7160;5;3009;2;45;17;4106
31.12.2006;05316;    Leverkusen, krfr. Stadt;3;1095;1;735;-;-;2;360
31.12.2006;05334;    Städteregion Aachen (einschl. Stadt Aachen);-;-;-;-;-;-;-;-
31.12.2006;05354;    Aachen, Kreis;5;1623;1;677;1;18;3;928
31.12.2006;05358;    Düren, Kreis;7;1942;2;927;1;11;4;1004
31.12.2006;05362;    Rhein-Erft-Kreis;9;1525;-;-;3;218;6;1307
31.12.2006;05366;    Euskirchen, Kreis;4;1109;1;403;-;-;3;706
31.12.2006;05370;    Heinsberg, Kreis;5;977;1;205;-;-;4;772
31.12.2006;05374;    Oberbergischer Kreis;7;1787;3;1095;-;-;4;692
31.12.2006;05378;    Rheinisch-Bergischer Kreis;5;1151;1;203;1;36;3;912
31.12.2006;05382;    Rhein-Sieg-Kreis;9;1574;-;-;2;566;7;1008
31.12.2006;055;  Münster, Regierungsbezirk;66;18479;10;3874;3;184;53;14421
31.12.2006;05512;    Bottrop, krfr. Stadt;3;810;1;346;-;-;2;464
31.12.2006;05513;    Gelsenkirchen, krfr. Stadt;7;2204;2;418;-;-;5;1786
31.12.2006;05515;    Münster, krfr. Stadt;9;3757;2;1631;-;-;7;2126
31.12.2006;05554;    Borken, Kreis;11;1930;-;-;2;54;9;1876
31.12.2006;05558;    Coesfeld, Kreis;4;883;-;-;-;-;4;883
31.12.2006;05562;    Recklinghausen, Kreis;17;5012;4;1123;-;-;13;3889
31.12.2006;05566;    Steinfurt, Kreis;9;2301;1;356;1;130;7;1815
31.12.2006;05570;    Warendorf, Kreis;6;1582;-;-;-;-;6;1582
31.12.2006;057;  Detmold, Regierungsbezirk;47;13683;14;6006;7;386;26;7291
31.12.2006;05711;    Bielefeld, krfr. Stadt;8;3447;1;868;1;13;6;2566
31.12.2006;05754;    Gütersloh, Kreis;5;1747;2;890;-;-;3;857
31.12.2006;05758;    Herford, Kreis;4;1291;1;672;-;-;3;619
31.12.2006;05762;    Höxter, Kreis;5;1027;1;173;-;-;4;854
31.12.2006;05766;    Lippe, Kreis;8;1689;4;1401;2;168;2;120
31.12.2006;05770;    Minden-Lübbecke, Kreis;10;2602;4;1794;3;145;3;663
31.12.2006;05774;    Paderborn, Kreis;7;1880;1;208;1;60;5;1612
31.12.2006;059;  Arnsberg, Regierungsbezirk;112;28525;23;7963;13;1478;76;19084
31.12.2006;05911;    Bochum, krfr. Stadt;10;3300;3;1244;1;167;6;1889
31.12.2006;05913;    Dortmund, krfr. Stadt;12;4421;4;2612;1;35;7;1774
31.12.2006;05914;    Hagen, krfr. Stadt;5;1759;-;-;1;80;4;1679
31.12.2006;05915;    Hamm, krfr. Stadt;6;1925;1;110;-;-;5;1815
31.12.2006;05916;    Herne, krfr. Stadt;5;1614;-;-;-;-;5;1614
31.12.2006;05954;    Ennepe-Ruhr-Kreis;10;2241;-;-;1;386;9;1855
31.12.2006;05958;    Hochsauerlandkreis;16;2265;4;595;3;134;9;1536
31.12.2006;05962;    Märkischer Kreis;14;3392;5;1704;2;184;7;1504
31.12.2006;05966;    Olpe, Kreis;3;858;-;-;1;286;2;572
31.12.2006;05970;    Siegen-Wittgenstein, Kreis;9;2242;1;595;2;197;6;1450
31.12.2006;05974;    Soest, Kreis;12;2245;3;738;1;9;8;1498
31.12.2006;05978;    Unna, Kreis;10;2263;2;365;-;-;8;1898
31.12.2005;05;Nordrhein-Westfalen;444;127405;89;39596;44;5046;311;82763
31.12.2005;051;  Düsseldorf, Regierungsbezirk;119;38016;24;10754;10;2049;85;25213
31.12.2005;05111;    Düsseldorf, krfr. Stadt;15;5316;4;2386;2;173;9;2757
31.12.2005;05112;    Duisburg, krfr. Stadt;10;4411;2;862;-;-;8;3549
31.12.2005;05113;    Essen, krfr. Stadt;15;5640;3;1651;2;43;10;3946
31.12.2005;05114;    Krefeld, krfr. Stadt;6;2137;2;1223;-;-;4;914
31.12.2005;05116;    Mönchengladbach, krfr. Stadt;6;2204;2;695;1;30;3;1479
31.12.2005;05117;    Mülheim an der Ruhr, krfr. Stadt;2;968;-;-;-;-;2;968
31.12.2005;05119;    Oberhausen, krfr. Stadt;5;1598;-;-;1;203;4;1395
31.12.2005;05120;    Remscheid, krfr. Stadt;4;1246;-;-;2;585;2;661
31.12.2005;05122;    Solingen, krfr. Stadt;4;1125;1;698;-;-;3;427
31.12.2005;05124;    Wuppertal, krfr. Stadt;7;2121;-;-;1;967;6;1154
31.12.2005;05154;    Kleve, Kreis;7;1816;1;326;-;-;6;1490
31.12.2005;05158;    Mettmann, Kreis;14;2709;2;912;1;48;11;1749
31.12.2005;05162;    Rhein-Kreis Neuss;8;2009;3;1186;-;-;5;823
31.12.2005;05166;    Viersen, Kreis;8;1729;4;815;-;-;4;914
31.12.2005;05170;    Wesel, Kreis;8;2987;-;-;-;-;8;2987
31.12.2005;053;  Köln, Regierungsbezirk;96;27264;18;10748;13;1084;65;15432
31.12.2005;05313;    Aachen, krfr. Stadt;5;2479;1;1460;-;-;4;1019
31.12.2005;05314;    Bonn, krfr. Stadt;11;4353;2;1882;2;136;7;2335
31.12.2005;05315;    Köln, krfr. Stadt;25;7388;5;3079;3;99;17;4210
31.12.2005;05316;    Leverkusen, krfr. Stadt;3;1095;1;735;-;-;2;360
31.12.2005;05334;    Städteregion Aachen (einschl. Stadt Aachen);-;-;-;-;-;-;-;-
31.12.2005;05354;    Aachen, Kreis;5;1653;1;705;1;18;3;930
31.12.2005;05358;    Düren, Kreis;7;1962;2;927;1;11;4;1024
31.12.2005;05362;    Rhein-Erft-Kreis;9;1553;-;-;3;218;6;1335
31.12.2005;05366;    Euskirchen, Kreis;4;1163;1;423;-;-;3;740
31.12.2005;05370;    Heinsberg, Kreis;5;988;1;215;-;-;4;773
31.12.2005;05374;    Oberbergischer Kreis;7;1811;3;1119;-;-;4;692
31.12.2005;05378;    Rheinisch-Bergischer Kreis;5;1150;1;203;1;36;3;911
31.12.2005;05382;    Rhein-Sieg-Kreis;10;1669;-;-;2;566;8;1103
31.12.2005;055;  Münster, Regierungsbezirk;68;19046;10;3903;2;54;56;15089
31.12.2005;05512;    Bottrop, krfr. Stadt;3;865;1;348;-;-;2;517
31.12.2005;05513;    Gelsenkirchen, krfr. Stadt;8;2354;2;418;-;-;6;1936
31.12.2005;05515;    Münster, krfr. Stadt;9;3869;2;1672;-;-;7;2197
31.12.2005;05554;    Borken, Kreis;11;2003;-;-;2;54;9;1949
31.12.2005;05558;    Coesfeld, Kreis;5;914;-;-;-;-;5;914
31.12.2005;05562;    Recklinghausen, Kreis;17;5067;4;1144;-;-;13;3923
31.12.2005;05566;    Steinfurt, Kreis;9;2381;1;321;-;-;8;2060
31.12.2005;05570;    Warendorf, Kreis;6;1593;-;-;-;-;6;1593
31.12.2005;057;  Detmold, Regierungsbezirk;48;14001;15;6239;6;337;27;7425
31.12.2005;05711;    Bielefeld, krfr. Stadt;9;3451;2;872;1;13;6;2566
31.12.2005;05754;    Gütersloh, Kreis;5;1727;2;870;-;-;3;857
31.12.2005;05758;    Herford, Kreis;4;1390;1;743;-;-;3;647
31.12.2005;05762;    Höxter, Kreis;5;1100;1;202;-;-;4;898
31.12.2005;05766;    Lippe, Kreis;8;1698;4;1399;2;179;2;120
31.12.2005;05770;    Minden-Lübbecke, Kreis;10;2755;4;1945;3;145;3;665
31.12.2005;05774;    Paderborn, Kreis;7;1880;1;208;-;-;6;1672
31.12.2005;059;  Arnsberg, Regierungsbezirk;113;29078;22;7952;13;1522;78;19604
31.12.2005;05911;    Bochum, krfr. Stadt;10;3333;3;1265;1;171;6;1897
31.12.2005;05913;    Dortmund, krfr. Stadt;12;4520;4;2673;1;35;7;1812
31.12.2005;05914;    Hagen, krfr. Stadt;5;1738;-;-;1;80;4;1658
31.12.2005;05915;    Hamm, krfr. Stadt;6;1945;1;110;-;-;5;1835
31.12.2005;05916;    Herne, krfr. Stadt;6;1691;-;-;-;-;6;1691
31.12.2005;05954;    Ennepe-Ruhr-Kreis;10;2355;-;-;1;420;9;1935
31.12.2005;05958;    Hochsauerlandkreis;16;2300;4;594;3;134;9;1572
31.12.2005;05962;    Märkischer Kreis;14;3438;4;1559;2;184;8;1695
31.12.2005;05966;    Olpe, Kreis;3;866;-;-;1;294;2;572
31.12.2005;05970;    Siegen-Wittgenstein, Kreis;9;2259;1;609;2;197;6;1453
31.12.2005;05974;    Soest, Kreis;12;2298;3;747;1;7;8;1544
31.12.2005;05978;    Unna, Kreis;10;2335;2;395;-;-;8;1940
31.12.2004;05;Nordrhein-Westfalen;456;130489;90;40245;49;5845;317;84399
31.12.2004;051;  Düsseldorf, Regierungsbezirk;126;38877;25;10997;11;2170;90;25710
31.12.2004;05111;    Düsseldorf, krfr. Stadt;16;5534;4;2520;2;173;10;2841
31.12.2004;05112;    Duisburg, krfr. Stadt;11;4448;2;860;-;-;9;3588
31.12.2004;05113;    Essen, krfr. Stadt;16;5837;3;1683;2;43;11;4111
31.12.2004;05114;    Krefeld, krfr. Stadt;6;2172;2;1223;-;-;4;949
31.12.2004;05116;    Mönchengladbach, krfr. Stadt;8;2251;3;721;1;30;4;1500
31.12.2004;05117;    Mülheim an der Ruhr, krfr. Stadt;3;937;-;-;-;-;3;937
31.12.2004;05119;    Oberhausen, krfr. Stadt;5;1656;-;-;1;232;4;1424
31.12.2004;05120;    Remscheid, krfr. Stadt;4;1353;-;-;2;660;2;693
31.12.2004;05122;    Solingen, krfr. Stadt;4;1130;1;698;-;-;3;432
31.12.2004;05124;    Wuppertal, krfr. Stadt;7;2114;-;-;1;961;6;1153
31.12.2004;05154;    Kleve, Kreis;7;1822;1;326;-;-;6;1496
31.12.2004;05158;    Mettmann, Kreis;14;2767;2;915;1;48;11;1804
31.12.2004;05162;    Rhein-Kreis Neuss;9;2086;3;1221;1;23;5;842
31.12.2004;05166;    Viersen, Kreis;8;1752;4;830;-;-;4;922
31.12.2004;05170;    Wesel, Kreis;8;3018;-;-;-;-;8;3018
31.12.2004;053;  Köln, Regierungsbezirk;97;27952;17;10807;14;1212;66;15933
31.12.2004;05313;    Aachen, krfr. Stadt;6;2527;1;1458;1;27;4;1042
31.12.2004;05314;    Bonn, krfr. Stadt;11;4403;2;1979;2;136;7;2288
31.12.2004;05315;    Köln, krfr. Stadt;25;7662;5;3197;3;99;17;4366
31.12.2004;05316;    Leverkusen, krfr. Stadt;3;1095;1;735;-;-;2;360
31.12.2004;05334;    Städteregion Aachen (einschl. Stadt Aachen);-;-;-;-;-;-;-;-
31.12.2004;05354;    Aachen, Kreis;5;1663;1;705;1;18;3;940
31.12.2004;05358;    Düren, Kreis;7;2023;2;987;1;16;4;1020
31.12.2004;05362;    Rhein-Erft-Kreis;9;1558;-;-;3;223;6;1335
31.12.2004;05366;    Euskirchen, Kreis;4;1183;1;423;-;-;3;760
31.12.2004;05370;    Heinsberg, Kreis;5;1018;1;215;-;-;4;803
31.12.2004;05374;    Oberbergischer Kreis;7;1820;3;1108;-;-;4;712
31.12.2004;05378;    Rheinisch-Bergischer Kreis;5;1217;-;-;1;116;4;1101
31.12.2004;05382;    Rhein-Sieg-Kreis;10;1783;-;-;2;577;8;1206
31.12.2004;055;  Münster, Regierungsbezirk;69;19273;10;3948;2;60;57;15265
31.12.2004;05512;    Bottrop, krfr. Stadt;3;865;1;348;-;-;2;517
31.12.2004;05513;    Gelsenkirchen, krfr. Stadt;8;2363;2;418;-;-;6;1945
31.12.2004;05515;    Münster, krfr. Stadt;9;3910;2;1699;-;-;7;2211
31.12.2004;05554;    Borken, Kreis;11;2074;-;-;2;60;9;2014
31.12.2004;05558;    Coesfeld, Kreis;5;958;-;-;-;-;5;958
31.12.2004;05562;    Recklinghausen, Kreis;17;5112;4;1162;-;-;13;3950
31.12.2004;05566;    Steinfurt, Kreis;10;2376;1;321;-;-;9;2055
31.12.2004;05570;    Warendorf, Kreis;6;1615;-;-;-;-;6;1615
31.12.2004;057;  Detmold, Regierungsbezirk;50;14692;16;6418;7;837;27;7437
31.12.2004;05711;    Bielefeld, krfr. Stadt;9;3409;2;885;1;13;6;2511
31.12.2004;05754;    Gütersloh, Kreis;7;1820;3;942;-;-;4;878
31.12.2004;05758;    Herford, Kreis;4;1346;1;683;-;-;3;663
31.12.2004;05762;    Höxter, Kreis;6;1596;1;202;1;496;4;898
31.12.2004;05766;    Lippe, Kreis;7;1781;4;1478;2;183;1;120
31.12.2004;05770;    Minden-Lübbecke, Kreis;10;2799;4;2020;3;145;3;634
31.12.2004;05774;    Paderborn, Kreis;7;1941;1;208;-;-;6;1733
31.12.2004;059;  Arnsberg, Regierungsbezirk;114;29695;22;8075;15;1566;77;20054
31.12.2004;05911;    Bochum, krfr. Stadt;10;3421;3;1272;1;171;6;1978
31.12.2004;05913;    Dortmund, krfr. Stadt;12;4663;4;2738;1;35;7;1890
31.12.2004;05914;    Hagen, krfr. Stadt;5;1803;-;-;1;80;4;1723
31.12.2004;05915;    Hamm, krfr. Stadt;7;2042;1;130;1;38;5;1874
31.12.2004;05916;    Herne, krfr. Stadt;6;1691;-;-;-;-;6;1691
31.12.2004;05954;    Ennepe-Ruhr-Kreis;9;2378;-;-;1;405;8;1973
31.12.2004;05958;    Hochsauerlandkreis;17;2328;4;625;4;139;9;1564
31.12.2004;05962;    Märkischer Kreis;14;3438;4;1559;2;184;8;1695
31.12.2004;05966;    Olpe, Kreis;3;869;-;-;1;297;2;572
31.12.2004;05970;    Siegen-Wittgenstein, Kreis;9;2272;1;609;2;210;6;1453
31.12.2004;05974;    Soest, Kreis;12;2404;3;747;1;7;8;1650
31.12.2004;05978;    Unna, Kreis;10;2386;2;395;-;-;8;1991
31.12.2003;05;Nordrhein-Westfalen;459;132834;90;41478;40;2328;329;89028
31.12.2003;051;  Düsseldorf, Regierungsbezirk;127;39976;25;11726;8;360;94;27890
31.12.2003;05111;    Düsseldorf, krfr. Stadt;16;5598;4;2547;2;173;10;2878
31.12.2003;05112;    Duisburg, krfr. Stadt;11;4522;2;869;-;-;9;3653
31.12.2003;05113;    Essen, krfr. Stadt;16;5992;3;1679;2;43;11;4270
31.12.2003;05114;    Krefeld, krfr. Stadt;6;2179;2;1221;-;-;4;958
31.12.2003;05116;    Mönchengladbach, krfr. Stadt;8;2292;2;279;1;30;5;1983
31.12.2003;05117;    Mülheim an der Ruhr, krfr. Stadt;3;963;-;-;-;-;3;963
31.12.2003;05119;    Oberhausen, krfr. Stadt;5;1674;-;-;-;-;5;1674
31.12.2003;05120;    Remscheid, krfr. Stadt;4;1381;-;-;1;43;3;1338
31.12.2003;05122;    Solingen, krfr. Stadt;4;1161;1;706;-;-;3;455
31.12.2003;05124;    Wuppertal, krfr. Stadt;7;2231;1;1001;-;-;6;1230
31.12.2003;05154;    Kleve, Kreis;7;1946;1;359;-;-;6;1587
31.12.2003;05158;    Mettmann, Kreis;14;2849;2;919;1;48;11;1882
31.12.2003;05162;    Rhein-Kreis Neuss;9;2222;3;1301;1;23;5;898
31.12.2003;05166;    Viersen, Kreis;9;1926;4;845;-;-;5;1081
31.12.2003;05170;    Wesel, Kreis;8;3040;-;-;-;-;8;3040
31.12.2003;053;  Köln, Regierungsbezirk;97;28537;18;11244;11;509;68;16784
31.12.2003;05313;    Aachen, krfr. Stadt;6;2526;1;1457;1;27;4;1042
31.12.2003;05314;    Bonn, krfr. Stadt;11;4454;2;1997;2;136;7;2321
31.12.2003;05315;    Köln, krfr. Stadt;25;7768;5;3229;3;100;17;4439
31.12.2003;05316;    Leverkusen, krfr. Stadt;3;1113;1;735;-;-;2;378
31.12.2003;05334;    Städteregion Aachen (einschl. Stadt Aachen);-;-;-;-;-;-;-;-
31.12.2003;05354;    Aachen, Kreis;5;1656;1;705;1;18;3;933
31.12.2003;05358;    Düren, Kreis;7;2009;2;987;1;25;4;997
31.12.2003;05362;    Rhein-Erft-Kreis;9;1562;-;-;3;203;6;1359
31.12.2003;05366;    Euskirchen, Kreis;4;1183;1;423;-;-;3;760
31.12.2003;05370;    Heinsberg, Kreis;5;1425;1;215;-;-;4;1210
31.12.2003;05374;    Oberbergischer Kreis;7;1832;3;1116;-;-;4;716
31.12.2003;05378;    Rheinisch-Bergischer Kreis;5;1224;-;-;-;-;5;1224
31.12.2003;05382;    Rhein-Sieg-Kreis;10;1785;1;380;-;-;9;1405
31.12.2003;055;  Münster, Regierungsbezirk;70;19495;10;4003;2;57;58;15435
31.12.2003;05512;    Bottrop, krfr. Stadt;3;835;1;348;-;-;2;487
31.12.2003;05513;    Gelsenkirchen, krfr. Stadt;8;2363;2;418;-;-;6;1945
31.12.2003;05515;    Münster, krfr. Stadt;9;3981;2;1750;-;-;7;2231
31.12.2003;05554;    Borken, Kreis;11;2122;-;-;2;57;9;2065
31.12.2003;05558;    Coesfeld, Kreis;5;966;-;-;-;-;5;966
31.12.2003;05562;    Recklinghausen, Kreis;17;5125;4;1166;-;-;13;3959
31.12.2003;05566;    Steinfurt, Kreis;11;2488;1;321;-;-;10;2167
31.12.2003;05570;    Warendorf, Kreis;6;1615;-;-;-;-;6;1615
31.12.2003;057;  Detmold, Regierungsbezirk;50;14887;15;6451;6;341;29;8095
31.12.2003;05711;    Bielefeld, krfr. Stadt;9;3510;2;945;1;13;6;2552
31.12.2003;05754;    Gütersloh, Kreis;7;1831;2;863;-;-;5;968
31.12.2003;05758;    Herford, Kreis;4;1334;1;671;-;-;3;663
31.12.2003;05762;    Höxter, Kreis;6;1596;1;202;-;-;5;1394
31.12.2003;05766;    Lippe, Kreis;7;1861;4;1558;2;183;1;120
31.12.2003;05770;    Minden-Lübbecke, Kreis;10;2814;4;2004;3;145;3;665
31.12.2003;05774;    Paderborn, Kreis;7;1941;1;208;-;-;6;1733
31.12.2003;059;  Arnsberg, Regierungsbezirk;115;29939;22;8054;13;1061;80;20824
31.12.2003;05911;    Bochum, krfr. Stadt;10;3472;3;1272;-;-;7;2200
31.12.2003;05913;    Dortmund, krfr. Stadt;12;4677;4;2696;-;-;8;1981
31.12.2003;05914;    Hagen, krfr. Stadt;5;1833;-;-;1;80;4;1753
31.12.2003;05915;    Hamm, krfr. Stadt;7;2046;1;134;1;38;5;1874
31.12.2003;05916;    Herne, krfr. Stadt;6;1712;-;-;-;-;6;1712
31.12.2003;05954;    Ennepe-Ruhr-Kreis;10;2522;-;-;1;104;9;2418
31.12.2003;05958;    Hochsauerlandkreis;17;2281;4;637;4;139;9;1505
31.12.2003;05962;    Märkischer Kreis;14;3443;4;1559;2;184;8;1700
31.12.2003;05966;    Olpe, Kreis;3;873;-;-;1;297;2;576
31.12.2003;05970;    Siegen-Wittgenstein, Kreis;9;2283;1;614;2;212;6;1457
31.12.2003;05974;    Soest, Kreis;12;2411;3;747;1;7;8;1657
31.12.2003;05978;    Unna, Kreis;10;2386;2;395;-;-;8;1991
31.12.2002;05;Nordrhein-Westfalen;461;134071;90;41656;40;2337;331;90078
31.12.2002;051;  Düsseldorf, Regierungsbezirk;129;40250;26;11918;8;359;95;27973
31.12.2002;05111;    Düsseldorf, krfr. Stadt;16;5598;4;2547;2;173;10;2878
31.12.2002;05112;    Duisburg, krfr. Stadt;13;4719;3;1020;-;-;10;3699
31.12.2002;05113;    Essen, krfr. Stadt;16;6043;3;1728;2;42;11;4273
31.12.2002;05114;    Krefeld, krfr. Stadt;6;2176;2;1213;-;-;4;963
31.12.2002;05116;    Mönchengladbach, krfr. Stadt;8;2292;2;279;1;30;5;1983
31.12.2002;05117;    Mülheim an der Ruhr, krfr. Stadt;3;960;-;-;-;-;3;960
